criterion_id,test_id,wp,description,metric_key,operator,threshold_low,threshold_high,frozen,confirmatory,expected_direction,notes,justification,freeze_date,nature,campagne
CRIT-C6-003,C6-003,C6,calibration probabiliste,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-004,C6-004,C6,corrélation et phase,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-005,C6-005,C6,"spectre 41, 100 et 405 ka",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-006,C6-006,C6,chronologie des terminaisons,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-007,C6-007,C6,stabilité des paramètres,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-008,C6-008,C6,identifiabilité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-009,C6-009,C6,persistance après convergence des forçages,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-010,C6-010,C6,hystérésis,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-011,C6-011,C6,pertes de régimes ou de chemins de retour,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-012,C6-012,C6,valeur de `Pacc`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-013,C6-013,C6,performance sur périodes jamais ajustées,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-014,C6-014,C6,performance sur un autre jeu de proxys,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C6-015,C6-015,C6,avantage contre témoin de complexité égale,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-001,C7-001,C7,Utiliser l’échec de M2 pour localiser les résidus structurés.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-002,C7-002,C7,Chercher les périodes où M2 capte la signature de 100 ka mais rate l’amplitude.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-003,C7-003,C7,"Tester si le mécanisme correct est additif, multiplicatif ou conditionnel.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-004,C7-004,C7,Tester si la mémoire dépend du régime climatique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-005,C7-005,C7,Tester des changements d’architecture plutôt qu’un noyau fixe.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-006,C7-006,C7,Tester des ruptures de connectivité entre bassins.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-007,C7-007,C7,Tester si une variable lente modifie l’opérateur de réponse.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-008,C7-008,C7,Générer des prédictions qui divergent de tous les témoins standards.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-009,C7-009,C7,Rechercher les données capables de trancher.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-C7-010,C7-010,C7,Abandonner toute famille qui échoue sur deux validations confirmatoires indépendantes.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-CL1-001,CL1-001,CL1,"Quantifier les noyaux de mémoire océanique, cryosphérique, carbonée, écologique et géologique.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-002,CL1-002,CL1,Estimer leurs constantes de temps et incertitudes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-003,CL1-003,CL1,Tester leur dépendance à l’état.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-004,CL1-004,CL1,Tester les couplages entre compartiments.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-005,CL1-005,CL1,Comparer un modèle multi-mémoires à une intégrale unique du forçage.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-006,CL1-006,CL1,Valider sur simulations historiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-007,CL1-007,CL1,Valider sur expériences d’arrêt des émissions et de retrait du forçage.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-008,CL1-008,CL1,Tester sur plusieurs modèles climatiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-009,CL1-009,CL1,Vérifier la généralisation entre scénarios.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL1-010,CL1-010,CL1,Mesurer la part irréversible transférée entre compartiments.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-001,CL2-001,CL2,mesurer `D`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-002,CL2-002,CL2,mesurer `H`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-003,CL2-003,CL2,mesurer `L`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-004,CL2-004,CL2,tester leur indépendance,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-005,CL2-005,CL2,quantifier les incertitudes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-006,CL2-006,CL2,comparer modèles et observations,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-007,CL2-007,CL2,identifier les cas où un terme est élevé et les deux autres faibles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-008,CL2-008,CL2,publier les horizons temporels,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-009,CL2-009,CL2,distinguer retour spontané et restauration active,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL2-010,CL2-010,CL2,mesurer le coût de restauration,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-001,CL3-001,CL3,Définir `Pth` et `Pacc` pour chaque cas.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-002,CL3-002,CL3,"Déclarer `T`, `C` et `ε`.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-003,CL3-003,CL3,Cartographier les états climatiques accessibles.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-004,CL3-004,CL3,Cartographier les chemins de récupération.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-005,CL3-005,CL3,"mesurer les coûts énergétiques, temporels et matériels.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-006,CL3-006,CL3,tester les changements après différentes trajectoires d’émissions.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-007,CL3-007,CL3,comparer même réchauffement final avec vitesses et histoires différentes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-008,CL3-008,CL3,tester les overshoots.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-009,CL3-009,CL3,tester les interventions de restauration.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL3-010,CL3-010,CL3,distinguer bassin réduit et attracteur supprimé.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-001,CL4-001,CL4,Utiliser réanalyses et observations.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-002,CL4-002,CL4,Utiliser ensembles climatiques multi-modèles.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-003,CL4-003,CL4,Utiliser expériences idéalisées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-004,CL4-004,CL4,Utiliser paléoclimats comme contraintes externes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-005,CL4-005,CL4,Réserver des modèles entiers pour validation.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-CL4-006,CL4-006,CL4,Tester robustesse aux définitions de seuil.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-007,CL4-007,CL4,Tester robustesse aux scénarios.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-008,CL4-008,CL4,comparer aux cadres classiques de résilience.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-009,CL4-009,CL4,mesurer la valeur prédictive ajoutée d’ORI-C.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-CL4-010,CL4-010,CL4,publier les cas où ORI-C ne change aucune conclusion.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-001,V1-001,V1,Geler le schéma des lignées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-002,V1-002,V1,Vérifier le validateur sur données synthétiques positives et négatives.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-003,V1-003,V1,Ajouter les incertitudes et limites de détection.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-004,V1-004,V1,Définir les cycles et générations.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-005,V1-005,V1,"Définir les événements de fusion, division et disparition.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-006,V1-006,V1,Définir les critères de transmission.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-007,V1-007,V1,Définir les critères fonctionnels.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V1-008,V1-008,V1,Préenregistrer les six conditions minimales.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-V1-009,V1-009,V1,Préenregistrer les huit témoins.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-V1-010,V1-010,V1,Faire auditer le protocole par chimistes prébiotiques et biologistes de l’évolution.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-001,V2-001,V2,plusieurs compositions initiales,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-002,V2-002,V2,plusieurs atmosphères et gaz,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-003,V2-003,V2,plusieurs sources d’énergie,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-004,V2-004,V2,plusieurs surfaces minérales,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-005,V2-005,V2,plusieurs températures et pressions,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-006,V2-006,V2,plusieurs séquences temporelles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-007,V2-007,V2,rendements et sous-produits,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-008,V2-008,V2,stabilité et dégradation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-009,V2-009,V2,répétabilité inter-laboratoires,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-010,V2-010,V2,bilan de masse complet,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-011,V2-011,V2,distributions de longueurs,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-012,V2-012,V2,distributions de séquences,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-013,V2-013,V2,fidélité de liaison,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-014,V2-014,V2,vitesse de croissance,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-015,V2-015,V2,vitesse de dégradation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-016,V2-016,V2,cycles humide-sec,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-017,V2-017,V2,gel-dégel,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-018,V2-018,V2,gradients hydrothermaux,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-019,V2-019,V2,surfaces minérales,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-020,V2-020,V2,alternance d’environnements,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-021,V2-021,V2,fidélité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-022,V2-022,V2,taux d’erreur,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-023,V2-023,V2,vitesse,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-024,V2-024,V2,dépendance à la séquence,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-025,V2-025,V2,blocages,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-026,V2-026,V2,copies partielles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-027,V2-027,V2,compétition entre matrices,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-028,V2-028,V2,effet du compartiment,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-029,V2-029,V2,effet de l’énergie renouvelée,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-030,V2-030,V2,persistance sur plusieurs cycles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-031,V2-031,V2,types de lipides,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-032,V2-032,V2,tailles de vésicules,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-033,V2-033,V2,perméabilité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-034,V2-034,V2,encapsulation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-035,V2-035,V2,croissance,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-036,V2-036,V2,division,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-037,V2-037,V2,fusion,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-038,V2-038,V2,fuite,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-039,V2-039,V2,stabilité sous cycles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V2-040,V2-040,V2,partage du contenu aux descendants,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-001,V3-001,V3,copie à l’intérieur et à l’extérieur des compartiments,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-002,V3-002,V3,matrice copiable contre polymère non copiable apparié,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-003,V3-003,V3,même longueur,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-004,V3-004,V3,même charge,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-005,V3-005,V3,même concentration,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-006,V3-006,V3,même encombrement,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-007,V3-007,V3,même apport énergétique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-008,V3-008,V3,même nombre d’espèces chimiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-009,V3-009,V3,copie sans division,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-010,V3-010,V3,division sans copie,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-011,V3-011,V3,copie et division sans variation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-012,V3-012,V3,"copie, division et variation",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-013,V3-013,V3,transmission sur plusieurs générations,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-014,V3-014,V3,effet fonctionnel des variantes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-015,V3-015,V3,maintien sans réinitialisation complète,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-016,V3-016,V3,ablation de la membrane,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-017,V3-017,V3,ablation de la matrice,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-018,V3-018,V3,ablation du flux énergétique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-019,V3-019,V3,ablation de la variation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V3-020,V3-020,V3,permutation de l’ordre des environnements,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-001,V4-001,V4,humide-sec,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-002,V4-002,V4,gel-dégel,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-003,V4-003,V4,gradients hydrothermaux,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-004,V4-004,V4,irradiation UV,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-005,V4-005,V4,surfaces minérales,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-006,V4-006,V4,cycles de salinité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-007,V4-007,V4,cycles de pH,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-008,V4-008,V4,cycles redox,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-009,V4-009,V4,chocs thermiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-010,V4-010,V4,alternances combinées,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-011,V4-011,V4,état initial identique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-012,V4-012,V4,ordre différent,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-013,V4-013,V4,état final environnemental identique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-014,V4-014,V4,mesure des lignées,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-015,V4-015,V4,mesure de transmission,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-016,V4-016,V4,mesure de fonction,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-017,V4-017,V4,retrait du forçage,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-018,V4-018,V4,durée longue devant toutes les mémoires,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V4-019,V4-019,V4,réplication biologique et technique,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-V4-020,V4-020,V4,comparaison à trajectoire aléatoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-001,V5-001,V5,Construire `Pth` chimique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-002,V5-002,V5,"Estimer `Pacc(T,C,ε)` par expérience à haut débit.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-003,V5-003,V5,Cartographier les produits accessibles.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-004,V5-004,V5,Cartographier les lignées viables.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-005,V5-005,V5,Cartographier les trajectoires fermées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-006,V5-006,V5,Mesurer les coûts énergétiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-007,V5-007,V5,Identifier les goulets d’étranglement.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-008,V5-008,V5,Tester la robustesse des résultats aux seuils.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-009,V5-009,V5,Reproduire dans un second système chimique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V5-010,V5-010,V5,Faire une réplication inter-laboratoires.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-V6-001,V6-001,V6,copies avec variations,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-002,V6-002,V6,association au compartiment,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-003,V6-003,V6,croissance et division,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-004,V6-004,V6,transmission aux descendants,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-005,V6-005,V6,effet des variantes sur persistance ou reproduction,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-006,V6-006,V6,maintien sur plusieurs cycles sans reconstruction complète externe,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-007,V6-007,V6,avantage contre témoin de complexité égale,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-008,V6-008,V6,ablation qui supprime l’effet,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-009,V6-009,V6,persistance après retrait d’une contrainte temporaire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-V6-010,V6-010,V6,reproduction dans un second laboratoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-001,B1-001,B1,Coder les six dimensions sur plusieurs types cellulaires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-002,B1-002,B1,"Inclure bactéries, archées et eucaryotes.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-003,B1-003,B1,Tester l’accord entre codeurs.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-004,B1-004,B1,Perturber chaque organite ou fonction dans des données publiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-005,B1-005,B1,"Mesurer survie, réparation, reproduction et évolution.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-006,B1-006,B1,Construire des graphes de dépendances fonctionnelles.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-007,B1-007,B1,Tester la redondance et la compensation.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-008,B1-008,B1,Mesurer les chemins de récupération.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-009,B1-009,B1,Tester si le vecteur `Π` prédit mieux la viabilité qu’un ensemble classique de variables.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B1-010,B1-010,B1,Valider sur types cellulaires masqués.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-001,B2-001,B2,Compiler phylogénies des gènes mitochondriaux et nucléaires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-002,B2-002,B2,Compiler transferts de gènes vers le noyau.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-003,B2-003,B2,Compiler réduction génomique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-004,B2-004,B2,Compiler systèmes d’import protéique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-005,B2-005,B2,Compiler dépendances métaboliques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-006,B2-006,B2,Comparer plusieurs scénarios d’endosymbiose.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-007,B2-007,B2,Tester la relation `INTG` sur critères explicites.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-008,B2-008,B2,Tester les étapes de fermeture d’alternatives.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-009,B2-009,B2,Rechercher des transitions analogues dans plastes et symbioses récentes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-010,B2-010,B2,Tester la capacité du cadre à prédire quelles symbioses deviennent obligatoires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-011,B2-011,B2,Comparer à des modèles standards de dépendance symbiotique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B2-012,B2-012,B2,Valider sur cas non utilisés pour construire les critères.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-001,B3-001,B3,Prédire persistance et récupération à partir des six dimensions.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
