test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
C2-005,C2,Réparer le test prospectif avant toute nouvelle exécution,Définir une normalisation indépendante du point testé.,GARDER,P3,réplication indépendante,False,data_required,climate_identifiability,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,519
C2-006,C2,Réparer le test prospectif avant toute nouvelle exécution,Simuler la puissance avant préenregistrement.,GARDER,P1,confirmatoire/préenregistré,True,human_review,paleoclimate_prospective,paleoclimate_timeseries,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,520
C2-007,C2,Réparer le test prospectif avant toute nouvelle exécution,Fixer les seuils de matérialité.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_hysteresis,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,521
C2-008,C2,Réparer le test prospectif avant toute nouvelle exécution,Fixer la durée d’observation au-delà de toutes les constantes de temps.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,paleoclimate_prospective,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,522
C2-009,C2,Réparer le test prospectif avant toute nouvelle exécution,Geler le protocole.,GARDER,P3,intégrité confirmatoire,False,data_required,paleoclimate_prospective,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,523
C2-010,C2,Réparer le test prospectif avant toute nouvelle exécution,Exécuter une seule fois sur données confirmatoires.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,paleoclimate_prospective,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,524
C3-001,C3,Familles alternatives de mémoire,mémoire du volume de glace,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,530
C3-002,C3,Familles alternatives de mémoire,géométrie et hauteur des calottes,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,531
C3-003,C3,Familles alternatives de mémoire,érosion du régolithe,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,532
C3-004,C3,Familles alternatives de mémoire,altération continentale,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,533
C3-005,C3,Familles alternatives de mémoire,carbone océanique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,534
C3-006,C3,Familles alternatives de mémoire,circulation océanique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,535
C3-007,C3,Familles alternatives de mémoire,sédiments marins,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,536
C3-008,C3,Familles alternatives de mémoire,poussières et fertilisation,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_proxy_robustness,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,537
C3-009,C3,Familles alternatives de mémoire,méthane et pergélisol pour périodes adaptées,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_spectra,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,538
C3-010,C3,Familles alternatives de mémoire,isostasie et topographie,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,539
C3-011,C3,Familles alternatives de mémoire,végétation et albédo,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,540
C3-012,C3,Familles alternatives de mémoire,seuils de plateformes glaciaires,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_hysteresis,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,541
C3-013,C3,Familles alternatives de mémoire,couplages état-dépendants,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,542
C3-014,C3,Familles alternatives de mémoire,délais distribués,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,543
C3-015,C3,Familles alternatives de mémoire,événements stochastiques rares,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,544
C3-016,C3,Familles alternatives de mémoire,interactions entre mémoires rapides et lentes,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,545
C3-017,C3,Familles alternatives de mémoire,un témoin instantané,GARDER,P2,contrôle anti-faux-positif,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,549
C3-018,C3,Familles alternatives de mémoire,un témoin de complexité égale,GARDER,P2,contrôle anti-faux-positif,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,550
C3-019,C3,Familles alternatives de mémoire,une ablation,GARDER,P1,causalité / histoire / ablation,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,551
C3-020,C3,Familles alternatives de mémoire,une prédiction hors échantillon,GARDER,P1,confirmatoire/préenregistré,True,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,552
C3-021,C3,Familles alternatives de mémoire,une fenêtre longue,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,553
C3-022,C3,Familles alternatives de mémoire,une variable mesurée directement lorsque possible,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,memory_families,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,554
C4-001,C4,Familles de modèles,régression et filtres linéaires,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,558
C4-002,C4,Familles de modèles,modèles d’espace d’état,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,559
C4-003,C4,Familles de modèles,modèles à retards distribués,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,560
C4-004,C4,Familles de modèles,systèmes dynamiques non linéaires,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,561
C4-005,C4,Familles de modèles,modèles à seuils,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_hysteresis,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,562
C4-006,C4,Familles de modèles,modèles à attracteurs multiples,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,563
C4-007,C4,Familles de modèles,modèles stochastiques,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,564
C4-008,C4,Familles de modèles,modèles de viabilité,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,565
C4-009,C4,Familles de modèles,réseaux causaux dynamiques,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,566
C4-010,C4,Familles de modèles,modèles hybrides événementiels,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,567
C4-011,C4,Familles de modèles,modèles conceptuels glaciaires,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,568
C4-012,C4,Familles de modèles,modèles de bilan énergétique,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,569
C4-013,C4,Familles de modèles,EMIC,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,570
C4-014,C4,Familles de modèles,modèles de calotte simplifiés,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,571
C4-015,C4,Familles de modèles,émulateurs de modèles complexes,VIRER,,"inventaire de modèles concurrents : consolider en un benchmark, pas 15 preuves",False,data_required,climate_models,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,572
C5-001,C5,Données et chronologies,Propager l’incertitude des modèles d’âge.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,578
C5-002,C5,Données et chronologies,Tester plusieurs alignements chronologiques.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,579
C5-003,C5,Données et chronologies,Travailler sur données brutes et piles.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,580
C5-004,C5,Données et chronologies,Tester la sensibilité aux résolutions.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,581
C5-005,C5,Données et chronologies,Tester les biais de préservation.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,582
C5-006,C5,Données et chronologies,Tester l’autocorrélation et la taille efficace.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,583
C5-007,C5,Données et chronologies,Tester les ruptures de proxy.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,584
C5-008,C5,Données et chronologies,Utiliser des proxys multiples dans un modèle hiérarchique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,585
C5-009,C5,Données et chronologies,Réserver des carottes ou périodes entières pour validation.,GARDER,P1,confirmatoire/préenregistré,True,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,586
C5-010,C5,Données et chronologies,Préenregistrer les transformations.,GARDER,P1,confirmatoire/préenregistré,True,human_review,climate_chronology,paleoclimate_timeseries,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,587
C6-001,C6,Critères discriminants,RMSE hors échantillon,GARDER,P1,confirmatoire/préenregistré,True,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,593
C6-002,C6,Critères discriminants,log-vraisemblance prédictive,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,594
C6-003,C6,Critères discriminants,calibration probabiliste,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,595
C6-004,C6,Critères discriminants,corrélation et phase,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,596
C6-005,C6,Critères discriminants,"spectre 41, 100 et 405 ka",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_spectra,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,597
C6-006,C6,Critères discriminants,chronologie des terminaisons,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_chronology,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,598
C6-007,C6,Critères discriminants,stabilité des paramètres,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_identifiability,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,599
C6-008,C6,Critères discriminants,identifiabilité,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_identifiability,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,600
C6-009,C6,Critères discriminants,persistance après convergence des forçages,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,601
C6-010,C6,Critères discriminants,hystérésis,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_hysteresis,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,602
C6-011,C6,Critères discriminants,pertes de régimes ou de chemins de retour,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_path_dependence,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,603
C6-012,C6,Critères discriminants,valeur de `Pacc`,GARDER,P2,domaine des possibles / Pacc,False,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,604
C6-013,C6,Critères discriminants,performance sur périodes jamais ajustées,GARDER,P3,valeur prédictive,False,data_required,climate_spectra,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,605
C6-014,C6,Critères discriminants,performance sur un autre jeu de proxys,GARDER,P3,valeur prédictive,False,data_required,climate_proxy_robustness,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,606
C6-015,C6,Critères discriminants,avantage contre témoin de complexité égale,GARDER,P2,contrôle anti-faux-positif,False,data_required,climate_discrimination,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,607
C7-001,C7,Recherche de mécanismes nouveaux,Utiliser l’échec de M2 pour localiser les résidus structurés.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,611
C7-002,C7,Recherche de mécanismes nouveaux,Chercher les périodes où M2 capte la signature de 100 ka mais rate l’amplitude.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_spectra,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,612
C7-003,C7,Recherche de mécanismes nouveaux,"Tester si le mécanisme correct est additif, multiplicatif ou conditionnel.",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,613
C7-004,C7,Recherche de mécanismes nouveaux,Tester si la mémoire dépend du régime climatique.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,614
C7-005,C7,Recherche de mécanismes nouveaux,Tester des changements d’architecture plutôt qu’un noyau fixe.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,615
C7-006,C7,Recherche de mécanismes nouveaux,Tester des ruptures de connectivité entre bassins.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,616
C7-007,C7,Recherche de mécanismes nouveaux,Tester si une variable lente modifie l’opérateur de réponse.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,617
C7-008,C7,Recherche de mécanismes nouveaux,Générer des prédictions qui divergent de tous les témoins standards.,GARDER,P2,contrôle anti-faux-positif,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,618
C7-009,C7,Recherche de mécanismes nouveaux,Rechercher les données capables de trancher.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,619
C7-010,C7,Recherche de mécanismes nouveaux,Abandonner toute famille qui échoue sur deux validations confirmatoires indépendantes.,GARDER,P1,confirmatoire/préenregistré,True,data_required,climate_mechanisms,paleoclimate_timeseries,blocked,undetermined,paleoclimate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : paleoclimate_timeseries.,620
CL1-001,CL1,Mémoire distribuée du climat,"Quantifier les noyaux de mémoire océanique, cryosphérique, carbonée, écologique et géologique.",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,630
CL1-002,CL1,Mémoire distribuée du climat,Estimer leurs constantes de temps et incertitudes.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,631
CL1-003,CL1,Mémoire distribuée du climat,Tester leur dépendance à l’état.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,632
CL1-004,CL1,Mémoire distribuée du climat,Tester les couplages entre compartiments.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,633
CL1-005,CL1,Mémoire distribuée du climat,Comparer un modèle multi-mémoires à une intégrale unique du forçage.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,634
CL1-006,CL1,Mémoire distribuée du climat,Valider sur simulations historiques.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,635
CL1-007,CL1,Mémoire distribuée du climat,Valider sur expériences d’arrêt des émissions et de retrait du forçage.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,636
CL1-008,CL1,Mémoire distribuée du climat,Tester sur plusieurs modèles climatiques.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,637
CL1-009,CL1,Mémoire distribuée du climat,Vérifier la généralisation entre scénarios.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,modern_climate_memory,modern_climate_timeseries,blocked,undetermined,modern_climate_timeseries,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : modern_climate_timeseries.,638
